City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
344,Shahr-E Babak,IR,43.65,clear sky,30.12,55.12,اقامتگاه گردشگری دوناdunagarden ecolodge
345,Krasnoselkup,RU,17.65,overcast clouds,65.7,82.47,Krasnosel'kupnefteprodukt
346,Beyneu,KZ,41.63,clear sky,45.32,55.2,NUR
347,Shache,CN,55.83,overcast clouds,38.42,77.24,Delong Hotel
348,Beisfjord,NO,41.0,overcast clouds,68.38,17.6,
349,Tarko-Sale,RU,28.38,overcast clouds,64.92,77.78,Yubileynaya
350,Buraydah,SA,62.6,clear sky,26.33,43.98,Mövenpick Hotel Qassim
351,Olafsvik,IS,45.34,heavy intensity rain,64.89,-23.71,Hotel Olafsvik
352,Paramonga,PE,62.44,clear sky,-10.67,-77.83,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
353,Malanje,AO,62.83,overcast clouds,-9.54,16.34,Malanje Hotel
354,Marienburg,PL,43.0,broken clouds,54.04,19.03,Hotel Centrum Malbork
355,Plymouth,US,66.99,clear sky,41.83,-70.83,Rodeway Inn Middleboro-Plymouth
357,Kifri,IQ,69.44,clear sky,34.7,44.97,میزان کفری
359,Gurupi,BR,73.96,light rain,-11.73,-49.07,Via Norte Hotel
360,Ancud,CL,45.0,clear sky,-41.87,-73.82,Hotel Arena Gruesa
361,Mayachnyy,RU,38.39,overcast clouds,52.68,55.69,
362,Margate,GB,48.0,scattered clouds,51.38,1.39,Premier Inn Margate hotel
363,Saint-Joseph,RE,71.01,clear sky,-21.37,55.62,"""Plantation Bed and Breakfast"
364,Balykshi,KZ,44.6,clear sky,47.07,51.87,Гостиница Golden Rose
365,Sao Desiderio,BR,70.25,broken clouds,-12.36,-44.97,Pousada do Luizão
366,Labytnangi,RU,37.92,overcast clouds,66.66,66.42,Priuralye Hotel
367,Fredonia,US,62.6,overcast clouds,42.44,-79.33,Best Western Dunkirk & Fredonia Inn
368,Alma,CA,41.0,broken clouds,48.55,-71.65,Hotel Universel
369,Camacha,PT,71.6,scattered clouds,33.08,-16.33,Hotel Porto Santo & Spa
370,Valparaiso,CL,57.2,clear sky,-33.04,-71.63,Hotel Ultramar
376,San Luis,AR,55.85,clear sky,-33.3,-66.34,Huarpes Hotel
379,Otukpo,NG,71.73,light rain,7.19,8.13,Amb Resort and Gardens
380,Kibaya,TZ,57.85,clear sky,-5.3,36.57,Lusaka Hotel
381,San Javier,ES,66.0,scattered clouds,37.81,-0.84,Hotel Mar Menor
383,Ramhormoz,IR,64.4,clear sky,31.28,49.6,فروشگاه مطورعلیان
384,Doka,SD,70.92,clear sky,13.52,35.77,
385,Mattru,SL,73.4,overcast clouds,7.62,-11.83,Boima Gbondo's Compound
386,Havelock,US,73.99,broken clouds,34.88,-76.9,Sherwood Motel
390,Bonavista,CA,50.0,overcast clouds,48.65,-53.11,Abbott's Bed & Breakfast
392,Tchollire,CM,69.87,light rain,8.4,14.17,"Auberge ""l'amicale"""
393,Midyat,TR,50.0,clear sky,37.42,41.34,Hotel Kasr-i Nehroz
394,Pyshchug,RU,45.81,overcast clouds,58.89,45.71,
395,Gat,IL,73.0,clear sky,31.61,34.76,OlusHome
396,Gitarama,RW,64.4,few clouds,-2.07,29.76,Muhanga in Cyakabiri Motel
398,Laguna,US,69.01,clear sky,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
399,Ovalle,CL,59.29,clear sky,-30.6,-71.2,Hotel Altos de Tuqui
401,Asyut,EG,73.4,clear sky,27.18,31.18,Florence Hotel Assiut
402,Bam,IR,58.33,clear sky,29.11,58.36,Bam Tourist Hotel
404,Saint-Michel-Des-Saints,CA,38.3,broken clouds,46.68,-73.92,Motel Du Mont trinity
405,Nuuk,GL,37.4,overcast clouds,64.18,-51.72,Vandrehuset
407,Necochea,AR,51.01,moderate rain,-38.55,-58.74,dyd -mar Hotel
410,Abu Kamal,SY,65.61,clear sky,34.45,40.92,محطة التلفاز
412,Havre-Saint-Pierre,CA,37.4,mist,50.23,-63.6,Auberge Niapiskau
413,Lowestoft,GB,46.0,clear sky,52.48,1.75,Premier Inn Lowestoft hotel
414,Le Port,RE,71.6,clear sky,-20.94,55.29,Villa Maido
415,Qobustan,AZ,57.2,clear sky,40.08,49.41,
416,Pryazha,RU,44.6,overcast clouds,61.69,33.62,Guest house VIRTA
417,Nalut,LY,72.18,scattered clouds,30.33,10.85,
419,Pishin,PK,56.5,clear sky,30.58,67.0,Iqra Printing Press
420,Raga,SS,70.05,overcast clouds,8.46,25.68,
421,Faratsiho,MG,60.55,few clouds,-19.4,46.95,LAVILLA FARATSIHO
423,Carballo,ES,54.0,broken clouds,43.21,-8.69,Pazo do Souto
424,Valenca,BR,73.24,few clouds,-13.37,-39.07,Hotel Galeão
425,George,ZA,46.4,few clouds,-33.96,22.46,Protea Hotel by Marriott George King George
426,Shelburne,CA,51.8,broken clouds,44.08,-80.2,The Retreat at the Farm
427,Salta,AR,64.4,clear sky,-24.79,-65.41,Hotel Alejandro I
428,Ravar,IR,50.04,clear sky,31.27,56.81,computertik
432,Nizhnevartovsk,RU,32.0,broken clouds,60.93,76.55,Gostinichnyy Kompleks Samotlor
433,Rio Gallegos,AR,53.6,overcast clouds,-51.62,-69.22,Hotel Santa Cruz
436,Brae,GB,46.4,few clouds,60.4,-1.35,Busta House Hotel
439,Peniche,PT,60.01,clear sky,39.36,-9.38,Hotel Star inn Peniche
440,Chapais,CA,32.0,light snow,49.78,-74.85,Hôtel Opémiska
442,Yanaul,RU,45.68,overcast clouds,56.27,54.93,Kama
444,Szydlowiec,PL,53.01,overcast clouds,51.23,20.86,Hotel Oleńka
445,Asfi,MA,66.6,clear sky,32.3,-9.24,Hôtel Abda
446,Salym,RU,40.95,light rain,60.06,71.48,Shinomontazh
447,Witu,KE,73.4,clear sky,-2.39,40.44,New City Guest House
449,Gazojak,TM,43.45,clear sky,41.19,61.4,
450,Qaqortoq,GL,41.0,light rain,60.72,-46.03,Hotel Qaqortoq
452,Rokytne,UA,52.29,overcast clouds,51.28,27.21,Затишок
453,Balma,FR,50.0,scattered clouds,43.61,1.5,Aparthotel Adagio Toulouse Centre Ramblas
454,Fredericton,CA,57.99,heavy intensity rain,45.95,-66.67,Crowne Plaza Fredericton-Lord Beaverbrook
458,Saint-Pierre,RE,71.6,clear sky,-21.34,55.48,Lindsey Hôtel
460,Atbasar,KZ,44.64,overcast clouds,51.8,68.33,"The Ritz-Carlton, Astana"
461,Kathmandu,NP,69.8,few clouds,27.72,85.32,Hotel Shanker Kathmandu
462,Guasdualito,VE,74.23,light rain,7.24,-70.73,Hotel Cuibas
463,Knysna,ZA,46.4,light rain,-34.04,23.05,Protea Hotel by Marriott Knysna Quays
465,Basoko,CD,69.84,scattered clouds,1.24,23.62,Flat Hotel La Benediction
466,Nantucket,US,64.99,clear sky,41.28,-70.1,Jared Coffin House
467,Lebowakgomo,ZA,55.4,broken clouds,-24.2,29.5,Chuene Resort
468,Talara,PE,65.03,clear sky,-4.58,-81.27,Hostal Oro Negro
469,Goma,CD,62.94,light rain,-1.68,29.22,"Goma, CENTRE D'ACCUEIL CARITAS"
474,Correntina,BR,72.41,broken clouds,-13.34,-44.64,Hotel Pousada dos Sonhos
476,Azangaro,PE,46.89,light rain,-14.92,-70.22,Hotel Miraflores Azangaro
477,Tukrah,LY,66.63,clear sky,32.53,20.58,استراحة لاقروتا
478,Snezhnogorsk,RU,46.4,broken clouds,69.19,33.25,Severnoye Siyaniye
479,Butembo,CD,55.87,broken clouds,0.15,29.28,Hotel Butembo
480,Puerto Ayora,EC,69.01,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
483,Ceres,US,71.6,clear sky,37.59,-120.96,Howard Johnson by Wyndham Modesto Ceres
485,Kananga,CD,65.43,scattered clouds,-5.9,22.42,Guest House Wood Land
486,Jadu,LY,63.79,scattered clouds,31.95,12.03,سيفاو عبازة
488,Huarmey,PE,63.55,clear sky,-10.07,-78.15,Hotel Miramar
489,Puerto Madryn,AR,48.81,few clouds,-42.77,-65.04,Hotel Tolosa
490,Gamboma,CG,71.29,overcast clouds,-1.88,15.86,Residence N'Keni
492,Campbeltown,GB,50.0,clear sky,55.43,-5.61,The Royal Hotel
494,Mantua,IT,55.99,heavy intensity rain,45.17,10.78,Hotel la Favorita
496,Aasiaat,GL,38.95,overcast clouds,68.71,-52.87,Hotel Aasiaat Sømandshjem
497,Petrove,UA,55.4,overcast clouds,48.32,33.26,МАЄТОК country club
498,Beni Suef,EG,69.44,clear sky,29.07,31.1,Tolip Inn Beni Suef
499,Mezen,RU,47.52,overcast clouds,65.85,44.24,
500,Giulianova,IT,55.0,overcast clouds,42.76,13.95,Hotel Smeraldo
503,Bougouni,ML,74.48,broken clouds,11.42,-7.48,Non Stop
504,Batsfjord,NO,46.71,overcast clouds,70.63,29.72,Adventure Apartements
505,Mashhad,IR,35.6,clear sky,36.3,59.61,Almas 1 Hotel
506,Birao,CF,73.38,clear sky,10.28,22.79,
507,Grand Gaube,MU,73.99,clear sky,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
509,Maua,BR,57.2,few clouds,-23.67,-46.46,Hotel Capriccio Mauá
512,Sudbury,CA,39.0,few clouds,46.49,-80.99,Travelway Inn Sudbury
513,Nandyal,IN,73.45,moderate rain,15.48,78.48,Hotel Shobha
514,Mishkino,RU,46.67,overcast clouds,55.34,63.92,Ip Klestova
515,Mandali,IQ,73.6,clear sky,33.75,45.55,بيت خالد امين
517,Varhaug,NO,41.0,clear sky,58.61,5.65,Dancenter Gurihuset
518,Antalaha,MG,74.21,scattered clouds,-14.9,50.28,Hotel Vitasoa
519,Chaykovskiy,RU,46.0,overcast clouds,56.77,54.11,Гостеприимные квартиры на Ленина 40
520,Melnikovo,RU,35.01,overcast clouds,56.56,84.08,
522,Quelimane,MZ,73.38,broken clouds,-17.88,36.89,Hotel Flamingo
523,Baghdad,IQ,60.8,clear sky,33.34,44.4,Baghdad Hotel
526,Bengkulu,ID,74.28,heavy intensity rain,-3.8,102.27,Grage Hotel Bengkulu
527,Beloha,MG,65.05,clear sky,-25.17,45.05,
528,Purranque,CL,48.2,clear sky,-40.92,-73.17,HOSPADAJE ERICA
529,Pisco,PE,62.6,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
532,Porto Santo,PT,71.6,scattered clouds,33.07,-16.34,Hotel Porto Santo & Spa
533,Poopo,BO,50.58,overcast clouds,-18.37,-66.97,turistico HOTEL
535,Boden,SE,44.6,overcast clouds,65.83,21.69,Quality Hotel Bodensia
537,Pervomayskoye,RU,61.2,few clouds,43.92,46.71,
539,Tarata,BO,62.6,broken clouds,-17.62,-66.02,TARA TARA Centro Alternativo Hosting
541,Skagen,DK,52.0,scattered clouds,57.72,10.58,Ruth's Hotel
542,Romitan,UZ,42.8,clear sky,39.93,64.38,Hotel Temur
543,Emba,KZ,40.96,clear sky,48.83,58.14,
544,Mezdra,BG,46.4,light rain,43.15,23.7,Комплекс Долче Вита
546,Mamlyutka,KZ,46.4,scattered clouds,54.94,68.54,
547,Aljezur,PT,57.0,clear sky,37.32,-8.8,Amazigh Hostel
549,Saint-Leu,RE,71.6,clear sky,-21.15,55.28,La Caz Oceane
550,Susehri,TR,56.41,broken clouds,40.16,38.09,Su Vadi Hotel
551,Waddan,LY,64.94,broken clouds,29.16,16.14,محل الشريف محمد العايب
552,Kasulu,TZ,64.49,overcast clouds,-4.58,30.1,Capital Lodge
555,Rabo De Peixe,PT,68.0,broken clouds,37.8,-25.58,Quinta das Giestas
556,Amarante Do Maranhao,BR,74.93,heavy intensity rain,-5.57,-46.74,Hotéis Caçulinha
557,Corner Brook,CA,55.4,overcast clouds,48.97,-57.95,Glynmill Inn
558,Aktau,KZ,41.0,clear sky,43.65,51.2,Silk Way Hotel
560,Kapoeta,SS,70.54,overcast clouds,4.77,33.59,Eastgate Hotel
561,Bara,NG,74.43,broken clouds,10.37,10.73,
562,Roshchino,RU,45.0,overcast clouds,60.25,29.61,Hotel Galliard
563,Romos,RO,55.4,light rain,45.83,23.28,Moșia lui Nika
565,Kharan,PK,61.41,clear sky,28.58,65.42,Ghani Hasrat House
566,Hudiksvall,SE,47.44,heavy intensity rain,61.73,17.1,Best Western Hotell Hudik
567,Mao,ES,59.0,overcast clouds,39.89,4.27,ARTIEM Capri
568,Valdemarpils,LV,50.0,scattered clouds,57.37,22.59,Guest House Laumas
570,Sisimiut,GL,38.79,overcast clouds,66.94,-53.67,Hotel Sisimiut
573,Yuksekova,TR,41.0,clear sky,37.57,44.29,Hotel Grand Yılmaz
574,Nyzy,UA,51.37,overcast clouds,50.78,34.78,"База отдыха ""Укртелекома ""Низы"""
575,Kishi,NG,70.11,overcast clouds,9.08,3.85,AMARC GUEST HOUSE
579,Denizli,TR,46.4,clear sky,37.84,29.07,Anemon Denizli Hotel
580,Mzimba,MW,69.64,clear sky,-11.9,33.6,Zagegs Hotel
581,Vawkavysk,BY,51.04,overcast clouds,53.16,24.45,Krasnosiel'skii
582,Parana,AR,70.0,clear sky,-31.73,-60.52,Howard Johnson Plaza Hotel Mayorazgo
583,Khalkhal,IR,38.66,clear sky,37.62,48.53,Khalkhal Tourist Hotel
584,Samoded,RU,43.99,scattered clouds,63.61,40.51,
586,Austintown,US,66.2,overcast clouds,41.1,-80.76,Hampton Inn Youngstown-West I-80
587,Madison Heights,US,59.0,overcast clouds,42.49,-83.11,Red Roof Inn Detroit - Royal Oak/Madison Heights
588,Jalingo,NG,73.6,overcast clouds,8.88,11.37,Debright Motel
589,Tabora,TZ,72.21,broken clouds,-5.02,32.8,Barcelona Lodge
590,Celano,IT,57.99,scattered clouds,42.09,13.54,Lory
591,Linhares,BR,69.71,moderate rain,-19.39,-40.07,Hotel Conceição
592,Dutlwe,BW,62.98,few clouds,-23.98,23.9,
594,Geraldton,AU,69.8,broken clouds,-28.77,114.6,Broadwater Mariner Resort
595,Skjervoy,NO,46.87,overcast clouds,70.03,20.97,Skjervøy Byggeservice AS
596,Stornoway,GB,46.4,clear sky,58.21,-6.39,Caladh Inn
597,Upington,ZA,53.6,clear sky,-28.45,21.26,River Place Manor
601,Pabrade,LT,53.01,mist,55.0,25.78,Pavovere 2
604,Azogues,EC,55.4,scattered clouds,-2.73,-78.83,Hotel Ceasar Palace
605,Bayan,CN,51.01,moderate rain,46.08,127.4,Wanhao Inn
606,Sirjan,IR,48.24,clear sky,29.45,55.68,هتل عطرسیب سیرجان
607,Toul,FR,42.8,scattered clouds,48.67,5.92,Abc Hotel
608,Bicaz Chei,RO,54.0,few clouds,46.82,25.88,Pensiunea Bicaz Chei - Cazare si Restaurant in Bicaz Chei
609,Altay,CN,33.51,few clouds,47.87,88.12,Jinqiao Hotel
611,Constitucion,CL,52.77,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
612,Curuguaty,PY,67.28,few clouds,-24.47,-55.69,Hospedaje Marpy Palacet
613,Channel-Port Aux Basques,CA,54.68,overcast clouds,47.57,-59.14,St. Christopher's Hotel
614,Maridi,SS,65.1,broken clouds,4.92,29.47,
615,Havoysund,NO,44.6,light rain,71.0,24.66,Arctic View Glamping & Restaurant
616,Chernushka,RU,44.19,overcast clouds,56.51,56.08,Гостиница на Ленина
617,Albany,US,66.99,light rain,42.6,-73.97,
619,Krasnyy Yar,RU,48.2,clear sky,46.53,48.35,Cottege near Ufa
620,Migori,KE,61.75,scattered clouds,-1.06,34.47,"Calabash Hotel, Migori"
621,Grand-Santi,GF,73.08,clear sky,4.25,-54.38,Hotel La Villa Couacou
622,Port-Cartier,CA,37.0,mist,50.03,-66.87,Le Q'Artier
624,Luzino,RU,41.0,fog,54.95,73.04,"Rodnichok, Baza Otdykha"
626,Koscierzyna,PL,43.0,broken clouds,54.12,17.98,Bazuny Hotel & SPA Kaszuby
627,Brits,ZA,59.0,broken clouds,-25.63,27.78,By Die Vlei
628,Vinhedo,BR,60.8,clear sky,-23.03,-46.98,Hotel Villagio D'Itália
629,Cotacachi,EC,57.2,few clouds,0.3,-78.27,La Mirage Garden Hotel And Spa
630,Rafsanjan,IR,46.9,clear sky,30.41,55.99,Rafsanjan Tourism Hotel
631,Ladybrand,ZA,37.58,clear sky,-29.19,27.46,Accommodation @ Top House Bed and Breakfast
632,Guntakal,IN,71.51,light rain,15.17,77.38,Vasavi Pipes Office
633,Novoorsk,RU,35.6,broken clouds,51.38,58.98,Gostevoi dom >
634,Hearst,CA,31.78,overcast clouds,49.68,-83.67,Companion
635,Lasa,IT,48.99,light rain,46.62,10.7,Pension Feldgärtenhof
636,Lixourion,GR,65.14,clear sky,38.2,20.43,Summery Hotel
637,Arrecife,ES,71.6,few clouds,28.96,-13.55,Hotel Lancelot
638,Sebeta,ET,49.98,clear sky,8.92,38.62,Alem Hotel And Milto Cinema
639,Bom Jesus,BR,71.89,light rain,-9.07,-44.36,Hotel Brasão & Floricultura Bella Flor
640,Oil City,US,64.99,overcast clouds,41.43,-79.71,
641,Tucupita,VE,74.01,broken clouds,9.06,-62.05,Hotel Tucupita Su​ite C.A.
643,Richards Bay,ZA,62.67,light rain,-28.78,32.04,BON Hotel Waterfront Richards Bay
644,Dano,BF,74.37,light rain,11.15,-3.07,
645,Cacador,BR,50.29,clear sky,-26.78,-51.02,
646,Gambela,ET,68.56,overcast clouds,8.25,34.58,Solomon Debebe Hotel
647,Hoorn,NL,48.99,scattered clouds,52.64,5.06,Hotel Oostereiland - Gevangenis Hotel
648,Pitea,SE,44.6,overcast clouds,65.32,21.48,Piteå Stadshotell
649,Tyumen,RU,44.6,overcast clouds,57.15,65.53,
651,Rio Grande,BR,46.99,light rain,-32.03,-52.1,
652,Maturin,VE,73.62,broken clouds,9.75,-63.18,
653,Solhan,TR,48.79,scattered clouds,38.96,41.03,
654,Atlantic City,US,66.99,clear sky,39.36,-74.42,
655,Aras,ES,51.8,scattered clouds,42.56,-2.36,
657,Novyy Urengoy,RU,30.79,overcast clouds,66.08,76.63,
658,Oxelosund,SE,39.2,clear sky,58.67,17.1,
662,Shuya,RU,44.28,scattered clouds,56.85,41.39,
664,Puerto Varas,CL,44.6,broken clouds,-41.32,-72.99,
665,Kolondieba,ML,74.05,scattered clouds,11.09,-6.89,
666,Harer,ET,58.53,broken clouds,9.31,42.13,
669,Eichenzell,DE,41.0,overcast clouds,50.49,9.7,Hotel Landgasthof Kramer
672,Manta,EC,73.4,broken clouds,-0.95,-80.73,
674,Bergen,NO,42.8,clear sky,60.39,5.33,
675,Clonmel,IE,48.99,scattered clouds,52.35,-7.7,
676,Fria,GN,71.24,overcast clouds,10.42,-13.58,
677,Las Matas De Farfan,DO,73.6,scattered clouds,18.87,-71.52,
678,Saint-Quentin,FR,48.0,broken clouds,49.83,3.33,
679,Stanghelle,NO,42.01,clear sky,60.55,5.74,
680,Koslan,RU,46.47,overcast clouds,63.46,48.9,
681,Pastavy,BY,52.72,overcast clouds,55.12,26.83,
683,Columbus,US,64.99,overcast clouds,39.96,-83.0,
684,Aksarka,RU,37.98,overcast clouds,66.56,67.8,
685,Wildeshausen,DE,43.0,broken clouds,52.9,8.43,
686,Bell Ville,AR,64.0,clear sky,-32.63,-62.69,
687,Kamina,CD,64.06,broken clouds,-8.74,24.99,
689,Chicama,PE,65.44,clear sky,-7.84,-79.15,
690,Mokrousovo,RU,45.73,overcast clouds,55.81,66.77,
691,Shu,KZ,44.89,clear sky,43.6,73.76,
692,Shahrud,IR,45.61,clear sky,36.42,54.98,
693,Aranda De Duero,ES,44.62,clear sky,41.67,-3.69,
694,Hammerfest,NO,44.6,drizzle,70.66,23.68,
695,Antofagasta,CL,59.0,overcast clouds,-23.65,-70.4,
696,Ercis,TR,41.0,overcast clouds,39.03,43.36,
