City_ID,city,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
482,Bastia,FR,42.67,9.33,63.0,87,75,4.7,broken clouds
483,Tshikapa,CD,-6.42,20.8,68.95,94,90,1.28,overcast clouds
484,Yambio,SS,4.57,28.4,65.84,96,69,2.91,broken clouds
485,Dudinka,RU,69.41,86.18,19.4,92,40,13.42,scattered clouds
486,Burgeo,CA,47.62,-57.62,53.87,87,100,25.08,overcast clouds
487,Madingou,CG,-4.15,13.55,73.53,86,100,4.43,light rain
488,Nezhinka,RU,51.77,55.37,24.8,62,100,4.47,overcast clouds
489,Pradopolis,BR,-21.36,-48.07,71.6,56,0,4.7,clear sky
490,Weligama,LK,5.97,80.42,80.28,82,94,15.23,light rain
491,Riyadh,SA,24.69,46.72,64.4,25,0,4.7,clear sky
492,Bahir Dar,ET,11.59,37.39,58.75,79,31,3.4,scattered clouds
493,Staraya Poltavka,RU,50.48,46.48,41.54,66,85,9.89,overcast clouds
494,Brae,GB,60.4,-1.35,46.4,81,24,9.17,few clouds
495,West Bay,KY,19.37,-81.42,84.2,83,20,4.7,few clouds
496,Aripuana,BR,-9.17,-60.63,76.5,75,91,3.69,overcast clouds
497,Batsfjord,NO,70.63,29.72,45.61,89,90,11.3,overcast clouds
498,Mehamn,NO,71.04,27.85,46.76,92,99,14.25,overcast clouds
499,Langres,FR,47.83,5.33,41.0,100,19,4.7,few clouds
500,Linhares,BR,-19.39,-40.07,70.09,92,100,10.29,moderate rain
501,Ballinasloe,IE,53.33,-8.22,46.99,94,50,5.99,scattered clouds
502,Agboville,CI,5.93,-4.21,72.21,98,100,2.89,light rain
503,Maniwaki,CA,46.38,-75.97,40.28,82,28,8.88,scattered clouds
504,Belmonte,BR,-15.86,-38.88,78.8,83,75,10.29,broken clouds
505,Cabinda,AO,-5.55,12.2,75.7,83,100,7.7,overcast clouds
506,Bad Munstereifel,DE,50.55,6.77,48.0,91,92,4.34,light rain
507,Giyon,ET,8.53,37.98,54.37,68,41,4.97,scattered clouds
508,Bajram Curri,AL,42.36,20.08,53.6,87,20,5.82,few clouds
509,Sistranda,NO,63.73,8.83,48.2,93,75,15.5,broken clouds
510,La Primavera,CO,5.49,-70.41,78.85,75,20,1.34,light rain
511,Aranda De Duero,ES,41.67,-3.69,45.43,70,0,11.77,clear sky
512,Trelew,AR,-43.25,-65.31,48.38,68,0,4.85,clear sky
513,Skibbereen,IE,51.55,-9.27,48.2,87,75,17.22,broken clouds
514,Auchi,NG,7.07,6.27,70.68,98,99,1.72,overcast clouds
515,Akdepe,TM,42.06,59.38,37.4,59,0,6.93,clear sky
516,Birao,CF,10.28,22.79,73.54,84,1,3.89,clear sky
517,Mitha Tiwana,PK,32.25,72.11,76.75,28,0,2.42,clear sky
518,Lloro,CO,5.5,-76.55,76.01,95,100,2.01,light rain
519,Semnan,IR,35.57,53.4,48.02,47,0,2.13,clear sky
520,Charagua,BO,-19.8,-63.22,72.59,47,43,3.09,scattered clouds
521,Goiatuba,BR,-18.01,-49.35,78.3,49,38,2.13,scattered clouds
522,Tombouctou,ML,20.0,-3.0,91.24,20,0,5.84,clear sky
523,Tatawin,TN,32.93,10.45,66.2,77,100,2.24,overcast clouds
524,Garissa,KE,-0.45,39.64,74.41,80,5,10.65,clear sky
525,Iranshahr,IR,27.2,60.68,63.61,27,0,3.09,clear sky
526,Verkhovazhye,RU,60.75,42.05,50.76,94,100,5.23,overcast clouds
527,Ormara,PK,25.21,64.64,79.92,31,0,13.98,clear sky
528,Gilbues,BR,-9.83,-45.34,72.16,74,100,2.53,moderate rain
529,Ilebo,CD,-4.32,20.58,68.76,94,100,0.63,overcast clouds
530,Bekhteyevka,RU,50.81,37.21,53.6,66,100,11.18,overcast clouds
531,Marawi,PH,8.0,124.29,76.41,82,100,0.89,light rain
532,Marau,BR,-28.45,-52.2,49.48,75,0,4.81,clear sky
533,Nizwa,OM,22.93,57.53,74.52,29,0,4.07,clear sky
534,Grand-Lahou,CI,5.14,-5.02,75.56,91,33,12.03,moderate rain
535,Lasa,IT,46.62,10.7,48.99,94,100,4.92,overcast clouds
536,Bera,BD,24.08,89.62,85.21,73,94,5.53,light rain
537,Cadillac,US,44.25,-85.4,41.0,86,1,3.36,clear sky
538,Beruwala,LK,6.48,79.98,81.0,81,97,14.29,moderate rain
539,Thinadhoo,MV,0.53,72.93,82.85,76,24,13.87,few clouds
540,Kalemie,CD,-5.95,29.19,71.31,78,69,7.4,broken clouds
541,Zapolyarnyy,RU,69.42,30.81,44.6,87,40,18.34,scattered clouds
542,Ust-Tsilma,RU,65.44,52.15,50.13,88,100,9.28,overcast clouds
543,Prado,BR,-17.34,-39.22,77.32,87,99,4.61,overcast clouds
544,Konjic,BA,43.65,17.96,50.0,100,20,1.12,few clouds
545,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.37,83,1,15.26,clear sky
546,Ilheus,BR,-14.79,-39.05,75.9,92,53,4.23,broken clouds
547,Arvika,SE,59.66,12.59,42.8,100,100,3.36,moderate rain
548,Comodoro Rivadavia,AR,-45.87,-67.5,50.0,66,0,4.7,clear sky
549,Adamas,GR,36.73,24.43,64.4,82,0,4.7,clear sky
550,Soure,BR,-0.72,-48.52,79.7,79,0,10.45,clear sky
551,Vytegra,RU,61.01,36.45,45.1,91,100,3.31,overcast clouds
552,Springdale,US,36.19,-94.13,73.4,78,1,2.91,clear sky
553,Stykkisholmur,IS,65.08,-22.73,45.14,59,100,9.82,moderate rain
554,Seinajoki,FI,62.79,22.83,45.0,93,90,4.7,light rain
555,Ambilobe,MG,-13.2,49.05,73.2,86,0,2.44,clear sky
556,Monrovia,LR,6.3,-10.8,78.3,85,100,10.38,light rain
557,Novokayakent,RU,42.39,47.99,60.8,72,90,29.08,overcast clouds
558,Uvinza,TZ,-5.1,30.39,67.78,79,10,3.8,clear sky
559,Abrau-Dyurso,RU,44.69,37.59,62.6,88,40,4.47,scattered clouds
560,Ponta Pora,BR,-22.54,-55.73,70.0,31,5,9.01,clear sky
561,Galle,LK,6.04,80.22,80.76,81,92,16.6,moderate rain
562,Aviles,ES,43.55,-5.92,55.99,81,75,3.53,broken clouds
563,Rundu,NA,-17.93,19.77,65.03,20,2,5.84,clear sky
564,Upata,VE,8.01,-62.4,70.99,92,70,1.5,light rain
565,Macusani,PE,-14.08,-70.43,37.26,80,81,0.85,broken clouds
566,Bolobo,CD,-2.17,16.23,72.07,93,100,1.81,overcast clouds
567,Taoudenni,ML,22.68,-3.98,87.58,13,3,5.66,clear sky
568,Khor,RU,47.89,134.95,58.84,54,100,7.74,overcast clouds
569,Torres,BR,-29.34,-49.73,54.95,76,0,3.78,clear sky
570,Sapernoye,RU,60.72,29.95,43.0,91,100,4.12,overcast clouds
571,Damaturu,NG,11.75,11.96,81.18,47,16,5.21,few clouds
572,Balkanabat,TM,39.51,54.37,49.68,44,0,13.98,clear sky
573,Arroyo,ES,41.61,-4.8,44.01,93,0,4.7,clear sky
574,Bichena,ET,10.45,38.2,49.64,73,16,1.97,few clouds
575,Asilah,MA,35.47,-6.03,64.4,88,19,5.82,few clouds
576,Floro,NO,61.6,5.03,50.0,66,6,2.24,clear sky
577,Jumla,NP,29.27,82.18,60.75,32,0,2.8,clear sky
578,Khartoum,SD,15.55,32.53,84.2,30,0,5.82,clear sky
579,Puerto Colombia,CO,10.99,-74.95,84.2,83,40,9.17,scattered clouds
580,Sangerhausen,DE,51.47,11.3,42.01,80,41,3.0,scattered clouds
581,Darab,IR,28.75,54.54,59.56,30,0,11.23,clear sky
582,Stephenville,US,32.22,-98.2,77.0,69,1,5.82,clear sky
583,Mwingi,KE,-0.93,38.06,67.05,78,38,4.09,scattered clouds
584,Hollins,US,37.34,-79.94,62.6,100,90,2.15,light rain
585,Sokolow Podlaski,PL,52.41,22.25,52.0,90,100,10.4,overcast clouds
586,Grand-Santi,GF,4.25,-54.38,73.4,93,8,3.44,clear sky
587,Ahar,IR,38.48,47.07,44.02,78,0,1.07,clear sky
588,Daugavpils,LV,55.88,26.53,53.74,96,100,5.06,light rain
589,Nara,JP,34.69,135.8,75.0,69,75,5.82,broken clouds
590,Ninotsminda,GE,41.26,43.59,32.0,66,27,6.85,scattered clouds
591,Adwa,ET,14.16,38.9,56.41,48,0,5.23,clear sky
592,Yokadouma,CM,3.52,15.05,67.53,94,97,1.32,light rain
593,Saint-Paul,RE,-21.01,55.27,70.0,77,0,6.93,clear sky
594,Rognan,NO,67.1,15.39,45.0,95,49,2.35,scattered clouds
595,Gamba,GA,-2.65,10.0,75.9,86,100,6.04,overcast clouds
596,Chimbote,PE,-9.09,-78.58,62.47,85,0,7.0,clear sky
597,Shenkursk,RU,62.11,42.9,44.44,96,97,4.76,overcast clouds
598,San Luis,AR,-33.3,-66.34,56.91,33,0,14.74,clear sky
599,Kariba,ZW,-16.52,28.8,76.35,49,84,1.5,broken clouds
600,Georgiyevka,KZ,43.04,74.71,28.4,92,0,2.24,fog
601,Abalak,RU,58.13,68.59,42.08,98,100,5.88,overcast clouds
602,Itaqui,BR,-29.13,-56.55,55.72,63,0,8.79,clear sky
603,Gursarai,IN,25.61,79.18,79.84,30,9,2.37,clear sky
604,Gangakher,IN,18.95,76.75,71.62,90,100,9.01,overcast clouds
605,Bodden Town,KY,19.28,-81.25,84.2,83,20,4.7,few clouds
606,Ardakan,IR,32.31,54.02,50.0,23,0,1.7,clear sky
607,Yomou,GN,7.56,-9.27,69.87,99,100,1.79,moderate rain
608,Pacocha,PE,-17.58,-71.33,58.08,82,50,3.11,scattered clouds
609,Mora,CM,11.05,14.14,78.58,59,19,3.0,few clouds
610,Akhmim,EG,26.56,31.75,75.2,53,0,4.7,clear sky
611,Visaginas,LT,55.6,26.42,52.81,98,100,4.59,light rain
612,Lugazi,UG,0.38,32.92,66.2,88,20,8.05,few clouds
613,Itupiranga,BR,-5.13,-49.33,74.35,77,37,1.63,light rain
614,Bailen,ES,38.1,-3.78,64.0,67,0,1.01,clear sky
615,Matay,EG,28.42,30.78,71.19,77,0,14.05,clear sky
616,Kindu,CD,-2.95,25.95,70.63,95,100,0.69,light rain
617,Astana,KZ,51.18,71.45,42.8,70,100,11.18,moderate rain
618,Jacqueville,CI,5.21,-4.41,75.2,94,40,8.05,scattered clouds
619,Kavarna,BG,43.43,28.33,55.0,93,20,5.59,light rain
620,Mahanoro,MG,-19.9,48.8,72.21,93,53,7.2,broken clouds
621,Jahanabad,IN,25.22,84.98,78.8,83,20,0.81,haze
622,Amalapuram,IN,16.58,82.02,80.6,83,75,5.73,broken clouds
623,Jacareacanga,BR,-6.22,-57.75,77.83,68,0,2.89,clear sky
624,Aktash,RU,50.3,87.73,18.68,85,63,2.8,broken clouds
625,Inongo,CD,-1.95,18.27,71.31,94,100,2.15,moderate rain
626,Antalaha,MG,-14.9,50.28,73.51,90,36,6.38,scattered clouds
627,Pachino,IT,36.72,15.09,57.99,100,0,3.36,clear sky
628,Santo Antonio Do Ica,BR,-3.1,-67.94,78.08,73,45,1.41,scattered clouds
629,Querfurt,DE,51.38,11.6,44.01,80,21,3.0,few clouds
630,Bangassou,CF,4.74,22.82,68.5,97,24,0.65,few clouds
631,Petropavl,KZ,54.88,69.16,44.91,85,98,9.08,overcast clouds
632,Skagen,DK,57.72,10.58,52.0,81,21,10.0,few clouds
633,Kumluca,TR,36.37,30.29,70.56,56,0,3.02,clear sky
634,Narasannapeta,IN,18.42,84.05,80.8,83,100,8.3,light rain
635,Marzuq,YE,14.4,46.47,67.15,40,0,1.52,clear sky
636,Kourou,GF,5.16,-52.65,73.4,100,20,7.74,few clouds
637,Jega,NG,12.22,4.38,78.48,73,89,6.35,overcast clouds
638,Albany,US,42.6,-73.97,68.0,63,68,4.5,moderate rain
639,Iranduba,BR,-3.28,-60.19,80.6,74,20,3.36,few clouds
640,Novosheshminsk,RU,55.07,51.23,43.9,61,90,9.8,overcast clouds
641,Porto Novo,BJ,6.5,2.6,77.45,85,100,4.79,overcast clouds
642,Zverinogolovskoye,RU,54.46,64.85,46.78,66,99,9.19,overcast clouds
643,Santa Maria,BR,-29.68,-53.81,52.61,65,0,5.79,clear sky
644,Brunsbuttel,DE,53.9,9.15,45.0,93,86,5.82,light rain
645,Praia,CV,14.92,-23.51,78.8,83,75,9.17,broken clouds
646,Kaniama,CD,-7.57,24.18,64.72,96,91,1.28,overcast clouds
647,Poltavka,RU,54.37,71.76,41.79,87,40,9.26,scattered clouds
648,Kefalos,GR,36.75,26.96,66.2,72,20,4.7,few clouds
649,Mkushi,ZM,-13.62,29.39,70.39,60,71,3.11,broken clouds
650,Peniche,PT,39.36,-9.38,60.01,85,0,1.01,clear sky
651,Hakkari,TR,37.58,44.17,41.72,57,2,3.31,clear sky
652,Barao De Melgaco,BR,-16.19,-55.97,89.6,43,1,2.93,smoke
653,Shu,KZ,43.6,73.76,39.74,65,0,2.59,clear sky
654,Koppies,ZA,-27.24,27.57,51.06,72,0,12.62,clear sky
655,Beloha,MG,-25.17,45.05,63.81,80,0,4.32,clear sky
656,Vilcun,CL,-38.65,-72.23,48.2,93,9,3.36,clear sky
657,Lambari,BR,-21.98,-45.35,61.0,70,36,3.74,scattered clouds
658,Voi,KE,-3.39,38.56,67.68,84,12,2.8,few clouds
659,Rafai,CF,4.95,23.92,67.62,93,0,1.1,clear sky
660,Cervo,ES,43.67,-7.41,51.01,84,50,11.36,scattered clouds
661,Yurimaguas,PE,-5.9,-76.08,82.27,54,77,0.34,broken clouds
662,Wattegama,LK,6.8,81.48,78.8,94,20,10.29,few clouds
663,Kyshtovka,RU,56.55,76.63,41.29,98,100,3.94,overcast clouds
664,Kargopol,RU,61.51,38.95,43.21,95,100,3.31,overcast clouds
665,Okakarara,NA,-20.58,17.43,55.78,38,0,5.86,clear sky
666,Tres De Maio,BR,-27.77,-54.24,57.43,56,0,6.2,clear sky
667,Northport,US,33.23,-87.58,71.6,88,90,11.41,overcast clouds
668,Zafra,ES,38.42,-6.42,60.01,58,0,1.99,clear sky
669,Yekaterinovka,RU,52.05,44.35,42.22,61,100,10.78,overcast clouds
670,Tabou,CI,4.42,-7.35,75.65,91,100,10.09,moderate rain
671,Kondinskoye,RU,59.65,67.41,42.64,97,100,6.89,overcast clouds
672,Jizan,SA,17.33,42.67,82.4,83,0,0.83,clear sky
673,Macau,MO,22.2,113.55,80.6,74,20,11.41,few clouds
674,Kosh-Agach,RU,50.0,88.67,23.29,79,100,0.85,overcast clouds
675,Loralai,PK,30.37,68.6,63.01,28,0,4.54,clear sky
676,Cotonou,BJ,6.37,2.42,78.22,84,100,8.43,overcast clouds
677,Kangaatsiaq,GL,68.31,-53.46,42.03,70,100,27.34,overcast clouds
678,Zamosc,PL,50.72,23.25,55.4,100,75,11.41,mist
679,Bassila,BJ,9.01,1.67,69.6,98,100,2.91,overcast clouds
680,General Roca,AR,-39.03,-67.58,57.2,58,9,3.36,clear sky
681,Abnub,EG,27.27,31.15,73.4,60,0,9.17,clear sky
682,Nikolsk,RU,53.72,46.07,41.77,63,97,8.55,overcast clouds
683,Benguela,AO,-12.58,13.41,70.21,83,19,3.24,few clouds
684,Beira,MZ,-19.84,34.84,77.0,88,75,5.82,broken clouds
685,Rjukan,NO,59.88,8.59,44.01,99,98,17.0,overcast clouds
686,Beyneu,KZ,45.32,55.2,40.93,68,0,10.18,clear sky
687,Ordzhonikidze,KZ,52.44,61.74,40.32,64,100,9.51,overcast clouds
688,Astaneh-Ye Ashrafiyeh,IR,37.26,49.94,57.4,74,9,2.42,clear sky
689,Masallatah,LY,32.62,14.0,68.61,81,61,12.82,broken clouds
690,Komsomolskoye,RU,55.26,47.55,45.0,59,97,8.19,overcast clouds
691,Niquelandia,BR,-14.47,-48.46,83.79,38,85,2.89,moderate rain
692,Mindelo,CV,16.89,-24.98,78.8,74,20,26.4,few clouds
693,Alappuzha,IN,9.49,76.33,78.6,82,100,4.16,light rain
694,Kalmunai,LK,7.42,81.82,81.97,68,76,5.14,broken clouds
695,Vredendal,ZA,-31.67,18.5,56.19,49,0,10.54,clear sky
696,Santiago,CL,-33.46,-70.65,66.99,39,0,10.29,clear sky
697,Lebyazhye,RU,55.27,66.49,46.96,81,95,10.96,overcast clouds
698,Krutikha,RU,53.96,81.21,38.91,94,100,5.32,overcast clouds
699,Bekwai,GH,6.45,-1.58,72.09,98,100,3.36,overcast clouds
700,Neuquen,AR,-38.95,-68.06,57.2,58,0,3.36,clear sky
701,Gat,IL,31.61,34.76,73.0,100,3,3.87,clear sky
702,Harer,ET,9.31,42.13,58.57,54,43,3.24,scattered clouds
703,Kudahuvadhoo,MV,2.67,72.89,82.85,77,30,15.66,light rain
704,Ndele,CF,8.41,20.65,71.38,85,0,2.8,clear sky
705,Pawayan,IN,28.07,80.1,74.82,54,0,0.94,clear sky
706,Arpasu De Jos,RO,45.78,24.62,55.4,87,75,1.66,broken clouds
707,Arkhangelskoye,RU,55.85,35.33,46.11,89,95,5.35,overcast clouds
708,Verkhnetulomskiy,RU,68.61,31.8,46.4,93,75,4.47,broken clouds
709,Kiomboi,TZ,-4.27,34.37,64.49,65,19,3.15,few clouds
710,Inyonga,TZ,-6.72,32.07,73.78,51,91,1.68,overcast clouds
711,Cururupu,BR,-1.83,-44.87,74.95,89,2,3.62,clear sky
712,Maceio,BR,-9.67,-35.74,75.2,88,0,9.17,clear sky
713,Hashtrud,IR,37.48,47.05,43.23,63,0,2.53,clear sky
714,Reserva,BR,-24.65,-50.85,55.98,64,0,2.42,clear sky
715,Kromberk,SI,45.96,13.67,60.01,81,100,5.32,light rain
716,Santiago Del Estero,AR,-27.8,-64.26,70.21,29,0,5.44,clear sky
717,Yarmouth,US,41.71,-70.23,66.99,88,1,18.34,clear sky
718,Maine-Soroa,NE,13.21,12.02,85.64,14,6,7.2,clear sky
719,Mudhol,IN,16.35,75.28,70.83,91,100,8.86,moderate rain
720,Carsamba,TR,41.2,36.72,66.2,82,75,2.24,broken clouds
721,Marrakesh,MA,31.63,-8.01,69.8,52,0,4.7,clear sky
722,Krasnyy Yar,RU,46.53,48.35,46.4,65,0,13.42,clear sky
723,Orshanka,RU,56.92,47.89,49.03,70,99,7.07,overcast clouds
724,Kidal,ML,18.44,1.41,89.35,29,100,4.72,overcast clouds
725,Matamba,TZ,-8.98,33.97,57.88,70,18,2.91,few clouds
726,Tiznit,MA,29.58,-9.5,72.91,37,0,1.59,clear sky
727,Polunochnoye,RU,60.87,60.42,44.6,91,100,5.06,overcast clouds
